Parcel Number,Sale Date,Sale Amount,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Recording
1017280002,06/27/2023,"$412,000","743 SPENCER DR, IOWA CITY",1 Story Frame,1984,1536,"11,475","$435,510",6495-129
1011387001,09/06/2023,"$415,000","1123 E COLLEGE ST, IOWA CITY",2 Story Frame,1880,2704,"8,100","$451,740",6515-484
1017379007,07/12/2023,"$416,000","2365 CAE DR, IOWA CITY",1 Story Frame,1978,1922,"10,206","$423,430",6498-496
0907467009,08/09/2023,"$417,000","5 WHITECHAPEL DR, IOWA CITY",1 Story Frame,2014,1435,"18,643","$411,370",6508-229
1014207002,04/26/2023,"$418,000","504 OAKLAND AVE, IOWA CITY",2 Story Frame,1920,1894,"8,625","$324,770",6475-718
1022478002,03/03/2023,"$418,000","775 MCCOLLISTER CT, IOWA CITY",2 Story Frame,2016,2084,"7,830","$435,400",6461-894
1018201015,03/31/2023,"$419,000","48 GALWAY CIR, IOWA CITY",2 Story Frame,1997,2360,"13,860","$418,910",6470-957
0907485003,06/28/2023,"$420,000","269 ARLINGTON DR, IOWA CITY",1 Story Frame,2020,1379,"8,511","$459,880",6500-755
1009156001,05/25/2023,"$420,000","427 BAYARD ST, IOWA CITY",1 1/2 Story Frame,1935,1454,"15,200","$432,720",6483-395
1017131002,05/31/2023,"$420,000","1915 CALVIN AVE, IOWA CITY",1 Story Frame,1974,1832,"12,144","$456,180",6484-113
1017411005,06/05/2023,"$420,000","92 PENFRO DR, IOWA CITY",2 Story Frame,1976,2280,"20,447","$454,920",6490-394
0907467006,07/14/2023,"$425,000","39 WHITECHAPEL DR, IOWA CITY",1 Story Frame,2012,1433,"8,003","$422,130",6499-7
1011368004,04/17/2023,"$425,000","315 FAIRVIEW AVE, IOWA CITY",2 Story Frame,1920,1956,"12,750","$407,890",6472-439
1011387016,08/28/2023,"$425,000","1030 E BURLINGTON ST, IOWA CITY",2 Story Frame,1917,2019,"6,000","$421,840",6513-134
1011433007,03/20/2023,"$425,000","1716 RIDGEWAY DR, IOWA CITY",Split Level Brick,1956,1770,"9,000","$423,670",6464-765
1012332003,04/07/2023,"$425,000","114 POST RD, IOWA CITY",2 Story Frame,1967,2324,"11,200","$416,250",6471-297
1017414002,09/29/2023,"$425,000","1117 DENBIGH DR, IOWA CITY",2 Story Frame,1978,2523,"10,332","$447,840",6521-247
1018354002,05/18/2023,"$425,000","1238 GOLDENROD DR, IOWA CITY",2 Story Frame,1997,2182,"10,395","$418,110",6486-996
1002277004,04/07/2023,"$430,000","1425 BRISTOL DR, IOWA CITY",2 Story Frame,1968,2460,"17,400","$449,550",6469-979
1023369002,05/14/2023,"$430,000","2853 WAGON WHEEL DR, IOWA CITY",1 Story Frame,2018,1396,"9,623","$425,540",6481-776
1018428005,06/30/2023,"$432,001","1203 DUCK CREEK DR, IOWA CITY",2 Story Frame,1988,1784,"10,000","$404,850",6493-874
1017477007,07/07/2023,"$435,000","54 DENBIGH DR, IOWA CITY",2 Story Frame,1978,2324,"10,800","$375,970",6501-120
0907314004,01/16/2023,"$436,500","155 CHARLES DR, IOWA CITY",1 Story Frame,2018,1468,"9,335","$479,270",6453-850
1016340001,09/14/2023,"$437,500","1108 SUNSET ST, IOWA CITY",1 Story Frame,1976,1732,"13,080","$455,710",6515-771
1017452014,04/06/2023,"$438,750","1416 ABURDEEN CT, IOWA CITY",2 Story Frame,1995,2604,"11,188","$475,230",6469-135
1023459003,05/09/2023,"$439,900","1872 SHERMAN DR, IOWA CITY",1 Story Frame,2022,1456,"8,142","$399,780",6480-432
0918106015,12/07/2023,"$440,000","629 BARRINGTON RD, IOWA CITY",2 Story Frame,2000,2495,"15,215","$462,880",6532-720
1009127014,07/06/2023,"$440,000","403 MAGOWAN AVE, IOWA CITY",2 Story Frame,1940,2320,"12,000","$586,460",6496-682
1016136003,03/01/2023,"$440,000","622 BROOKLAND PARK DR, IOWA CITY",2 Story Frame,1930,1494,"8,424","$437,010",6460-730
1023460002,04/21/2023,"$440,000","1748 SHERMAN DR, IOWA CITY",2 Story Frame,2021,1816,"8,024","$451,270",6475-62
1018341006,02/22/2023,"$442,000","1261 PRAIRIE GRASS LN, IOWA CITY",1 Story Frame,2002,1915,"15,576","$442,190",6460-587
0907411004,01/07/2023,"$442,500","164 CHADWICK LN, IOWA CITY",1 Story Frame,2016,1567,"8,496","$494,960",6452-455
0918286005,04/10/2023,"$447,900","748 AIDEN ST, IOWA CITY",1 Story Frame,2022,1300,"8,100","$409,490",6471-332
1018310002,07/06/2023,"$449,900","8 HUNTERS GLN, IOWA CITY",2 Story Frame,1989,2748,"16,871","$469,460",6496-938
1023460003,06/19/2023,"$449,900","1736 SHERMAN DR, IOWA CITY",2 Story Frame,2021,1579,"8,024","$430,070",6492-615
0907131014,12/29/2023,"$450,000","713 SILVER CHARM LN, IOWA CITY",1 Story Frame,2020,1489,"10,274","$473,780",6537-48
1004484001,09/06/2023,"$450,000","303 WILLIS DR, IOWA CITY",1 Story Frame,1950,1324,"7,308","$457,850",6514-577
1017206006,06/12/2023,"$450,000","411 MACBRIDE RD, IOWA CITY",1 1/2 Story Frame,1976,1901,"12,901","$397,780",6488-676
1017431003,10/24/2023,"$450,000","1823 KATHLIN DR, IOWA CITY",1 Story Frame,1973,1548,"13,277","$408,930",6526-50
1124136001,05/01/2023,"$452,000","4523 LUKE DR, IOWA CITY",1 Story Frame,2022,1449,"9,104","$468,520",6477-455
1112104010,05/20/2023,"$452,786","1004 RYAN CT, IOWA CITY",2 Story Frame,2009,1971,"7,580","$469,110",6485-24
1113454005,07/20/2023,"$453,500","1464 DUNLEY CT, IOWA CITY",1 Story Frame,2012,1513,"10,286","$472,990",6501-666
0907405001,11/29/2023,"$455,000","108 CHADWICK LN, IOWA CITY",Split Level Frame,2004,1839,"10,725","$435,700",6533-53
1009156005,04/07/2023,"$455,000","10 ROWLAND CT, IOWA CITY",1 Story Brick,1947,1488,"18,900","$474,800",6469-618
1113456003,07/13/2023,"$455,000","1453 LAKE SHORE DR, IOWA CITY",1 Story Frame,2012,1503,"7,998","$448,870",6502-280
1004343004,04/26/2023,"$456,000","1471 FOSTER RD, IOWA CITY",2 Story Frame,2006,1632,"3,493","$417,320",6477-257
0907487007,07/10/2023,"$458,500","148 COLCHESTER DR, IOWA CITY",1 Story Frame,2013,1451,"8,479","$472,810",6497-348
0907132004,06/11/2023,"$459,900","4201 UNBRIDLED AVE, IOWA CITY",1 Story Frame,2017,1504,"10,441","$444,100",6489-232
0907127003,04/07/2023,"$460,000","820 THUNDER GULCH RD, IOWA CITY",1 Story Frame,2022,1557,"10,833","$455,930",6470-293
1002204001,05/30/2023,"$460,000","1812 QUINCENT ST, IOWA CITY",Split Level Frame,1990,1716,"23,150","$486,350",6484-933
1003253001,04/07/2023,"$465,000","5 WOODLAND MOUNDS RD, IOWA CITY",Split Foyer Frame,1961,2160,"44,867","$453,790",6469-358
1018301006,09/21/2023,"$465,000","916 DUCK CREEK DR, IOWA CITY",1 Story Frame,1991,1800,"12,188","$467,670",6518-903
1018344006,09/29/2023,"$465,000","1043 GOLDENROD DR, IOWA CITY",1 Story Frame,2004,1656,"10,772","$477,300",6521-166
0918139006,08/02/2023,"$466,900","4427 CUMBERLAND LN, IOWA CITY",1 Story Frame,2012,1546,"12,740","$456,630",6505-629
1009153007,09/03/2023,"$467,000","243 HUTCHINSON AVE, IOWA CITY",1 Story Frame,1947,1476,"12,000","$484,680",6513-209
0907413003,07/16/2023,"$467,900","282 CHADWICK LN, IOWA CITY",1 Story Frame,2017,1551,"8,000","$519,300",6501-38
1009154004,01/27/2023,"$475,000","248 WOOLF AVE, IOWA CITY",2 Story Frame,1900,2648,"11,400","$582,360",6457-286
1017131007,05/31/2023,"$475,000","416 MACBRIDE RD, IOWA CITY",2 Story Frame,1974,1692,"10,032","$457,390",6486-958
1017451022,07/07/2023,"$475,000","1829 FLANIGAN CT, IOWA CITY",Split Level Frame,1994,2550,"15,210","$524,160",6499-697
1017451019,08/25/2023,"$477,000","1851 FLANIGAN CT, IOWA CITY",2 Story Frame,1993,2406,"12,150","$511,770",6511-63
0918208004,10/14/2023,"$478,000","618 SHERWOOD DR, IOWA CITY",1 Story Frame,2014,1985,"10,718","$539,300",6523-612
1113402007,08/19/2023,"$485,000","1234 SANTA FE DR, IOWA CITY",2 Story Frame,1999,2527,"15,936","$488,760",6515-453
1113437004,03/14/2023,"$488,000","1148 WILDCAT LN, IOWA CITY",2 Story Frame,2014,2179,"15,975","$547,630",6463-977
1014132016,11/01/2023,"$498,500","445 GARDEN ST, IOWA CITY",2 Story Brick,1920,2433,"12,000","$527,540",6529-714
1011337010,05/21/2023,"$500,000","1025 WOODLAWN AVE, IOWA CITY",2 Story Frame,1890,2280,"42,038","$490,580",6481-406
1011408008,07/24/2023,"$500,000","24 HEATHER DR, IOWA CITY",2 Story Frame,1989,2444,"11,921","$472,020",6501-272
0918208003,12/11/2023,"$502,000","606 SHERWOOD DR, IOWA CITY",1 Story Frame,2014,1592,"12,018","$507,740",6533-479
1017279008,02/01/2023,"$505,000","819 ELLIOTT CT, IOWA CITY",2 Story Frame,1993,2557,"14,121","$525,090",6456-953
1010405009,10/14/2023,"$507,500","120 N DODGE ST, IOWA CITY",2 Story Brick,1852,2729,"12,000","$471,250",6525-352
0907307004,05/10/2023,"$509,900","4138 ANNA ST, IOWA CITY",1 Story Frame,2021,1593,"8,741","$466,140",6480-926
0918208008,07/14/2023,"$510,000","752 SHERWOOD DR, IOWA CITY",1 Story Frame,2018,1602,"10,732","$562,340",6498-754
1004327009,05/19/2023,"$512,000","908 CANTON ST, IOWA CITY",2 Story Frame,2016,1543,"4,834","$545,870",6488-209
1018345001,06/29/2023,"$515,000","10 LARKSPUR CT, IOWA CITY",2 Story Frame,2004,2698,"12,265","$538,910",6495-79
1011387006,06/20/2023,"$518,000","1039 E COLLEGE ST, IOWA CITY",2 Story Frame,1900,2350,"7,500","$445,500",6493-512&571
1018341004,03/17/2023,"$519,900","1311 PRAIRIE GRASS LN, IOWA CITY",2 Story Frame,2001,2597,"20,915","$532,930",6465-438
1113459008,03/01/2023,"$521,000","1548 DUNLEY CT, IOWA CITY",2 Story Frame,2016,2134,"13,185","$564,000",6461-489
1022164010,04/28/2023,"$525,000","117 TOBY CIR, IOWA CITY",2 Story Frame,2021,1780,"9,814","$528,650",6474-714
0918164001,05/05/2023,"$533,000","4755 CANTERBURY CT, IOWA CITY",2 Story Frame,2002,3130,"17,850","$494,320",6478-143
1010191001,04/05/2023,"$540,000","935 E BLOOMINGTON ST, IOWA CITY",2 Story Frame,2022,1858,"6,000","$531,850",6469-370
1011337013,04/17/2023,"$540,000","1047 WOODLAWN AVE, IOWA CITY",2 Story Frame,1900,2928,"25,992","$586,210",6472-458
1012155006,12/13/2023,"$540,000","3034 LOWER WEST BRANCH RD, IOWA CITY",2 Story Frame,2015,2342,"10,002","$564,180",6534-405
1009128010,06/20/2023,"$545,000","420 LEXINGTON AVE, IOWA CITY",1 Story Brick,1939,1618,"20,700","$571,100",6493-344
1113459001,04/05/2023,"$550,000","1664 DUNLEY CT, IOWA CITY",2 Story Frame,2017,2134,"13,244","$565,370",6469-720
1113459004,07/21/2023,"$555,000","1610 DUNLEY CT, IOWA CITY",1 Story Frame,2014,1747,"10,500","$543,040",6502-433
1018343003,04/28/2023,"$555,555","1117 WILD PRAIRIE DR, IOWA CITY",2 Story Frame,2004,2671,"12,625","$582,540",6480-308
1113460007,05/03/2023,"$561,000","184 SEDONA ST, IOWA CITY",1 Story Frame,2020,1616,"11,051","$580,290",6479-270
1014202005,03/10/2023,"$565,000","1514 MUSCATINE AVE, IOWA CITY",2 Story Frame,1924,2006,"8,345","$563,890",6463-838
1011416003,12/08/2023,"$575,000","5 GLENDALE TER, IOWA CITY",1 1/2 Story Frame,1967,2450,"20,228","$539,070",6533-167
1112133006,11/30/2023,"$575,000","4844 PRESTON LN, IOWA CITY",1 Story Frame,2019,1635,"9,749","$587,470",6532-200
1018342003,05/08/2023,"$589,000","814 DUCK CREEK DR, IOWA CITY",2 Story Frame,2005,2706,"16,880","$624,150",6478-347
0918283005,11/02/2023,"$590,000","4062 BUCKINGHAM LN, IOWA CITY",2 Story Frame,2019,2344,"13,711","$574,610",6534-939
1009131009,10/30/2023,"$590,000","313 HUTCHINSON AVE, IOWA CITY",1 1/2 Story Frame,1941,1781,"12,000","$518,050",6526-585
1018160002,02/13/2023,"$597,000","3320 LIMERICK LN, IOWA CITY",1 Story Frame,2016,1826,"8,818","$619,310",6459-129
1018157003,05/16/2023,"$625,000","974 TIPPERARY RD, IOWA CITY",1 Story Frame,2018,1844,"11,300","$652,310",6481-851
1018159004,10/14/2023,"$625,000","903 TIPPERARY RD, IOWA CITY",1 Story Frame,2015,1892,"10,530","$619,520",6524-315
1018161001,03/10/2023,"$625,000","3301 LIMERICK LN, IOWA CITY",1 Story Frame,2018,1942,"9,960","$607,090",6464-130
1004354015,12/04/2023,"$627,000","1709 FOSTER RD, IOWA CITY",2 Story Frame,2016,2172,"3,359","$722,270",6532-309
0918280007,08/28/2023,"$630,000","681 SHERWOOD DR, IOWA CITY",1 Story Frame,2016,1964,"15,537","$657,960",6511-183
1007235012,07/15/2023,"$650,000","1122 EAGLE PL, IOWA CITY",1 Story Frame,2015,1568,"9,750","$629,180",6501-388
1017376002,11/27/2023,"$650,000","2300 CAE DR, IOWA CITY",1 Story Frame,1969,2841,"82,590","$645,410",6531-180
1018161006,08/01/2023,"$656,000","3475 LIMERICK LN, IOWA CITY",2 Story Frame,2019,2446,"9,463","$625,530",6504-140
1018156004,02/10/2023,"$660,000","1247 TIPPERARY RD, IOWA CITY",2 Story Frame,2022,2461,"8,195","$660,050",6458-204
1007256002,06/09/2023,"$669,900","829 CAMP CARDINAL RD, IOWA CITY",1 Story Frame,2011,2095,"9,688","$578,630",6489-421
1112109003,06/06/2023,"$695,000","1059 CAMP CARDINAL RD, IOWA CITY",1 Story Frame,2014,1785,"14,400","$683,130",6488-16
1112207003,07/05/2023,"$699,900","1244 AVA CIR, IOWA CITY",1 Story Frame,2017,1814,"20,038","$676,550",6499-817
1007302001,10/05/2023,"$705,000","475 BUTTERNUT LN, IOWA CITY",1 Story Frame,1999,2160,"37,897","$719,980",6521-994
1012155007,07/17/2023,"$745,000","476 TETON CIR, IOWA CITY",2 Story Frame,2014,3408,"14,843","$738,650",6499-527
1007235011,07/31/2023,"$749,900","1136 EAGLE PL, IOWA CITY",2 Story Frame,2014,2416,"10,488","$718,420",6508-853
0918178001,07/06/2023,"$755,000","4753 INVERNESS CT, IOWA CITY",1 Story Frame,1997,2647,"16,958","$697,450",6496-973
1112206002,09/05/2023,"$759,000","1273 AVA CIR, IOWA CITY",1 Story Frame,2020,1827,"23,959","$766,150",6513-918
0918178001,10/11/2023,"$765,000","4753 INVERNESS CT, IOWA CITY",1 Story Frame,1997,2647,"16,958","$697,450",6522-949
0918279006,06/20/2023,"$780,000","3920 BUCKINGHAM LN, IOWA CITY",1 Story Frame,2006,1870,"37,200","$741,740",6491-251
1007204003,09/14/2023,"$785,000","30 ALDER CT, IOWA CITY",1 Story Frame,2002,1763,"43,734","$701,790",6533-73
1009130006,02/11/2023,"$805,000","324 WOOLF AVE, IOWA CITY",1 Story Frame,1938,2913,"37,440","$658,940",6457-961
0918134005,06/20/2023,"$820,000*M","608 ARLINGTON DR, IOWA CITY",2 Story Frame,2000,3415,"19,402","$674,450",6491-94
1012163009,06/15/2023,"$830,000","487 WINDMILL PL, IOWA CITY",2 Story Frame,2018,3015,"10,438","$847,940",6490-885
1009201014,10/19/2023,"$875,000","316 LEE ST, IOWA CITY",2 Story Frame,1941,2683,"18,477","$848,770",6523-705
1001303018,01/13/2023,"$880,000","2844 BUCKLE DOWN CIR, IOWA CITY",1 Story Frame,2021,2172,"13,410","$830,430",6453-336
1017202001,07/18/2023,"$882,000","2070 MELROSE AVE, IOWA CITY",2 Story Brick,1952,4102,"23,530","$919,820",6502-663
1112101001,12/04/2023,"$1,050,000*M","1215 CAMP CARDINAL RD, IOWA CITY",2 Story Brick,1900,2496,"153,331","$452,230",6531-765
1009131003,11/15/2023,"$1,175,000","354 LEXINGTON AVE, IOWA CITY",2 Story Brick,1929,4178,"18,000","$1,118,360",6530-246
1009131016,10/10/2023,"$1,670,000","351 HUTCHINSON AVE, IOWA CITY",2 Story Brick,1928,4156,"16,383","$1,882,040",6521-992
